동영상 제목,채널명,댓글 유형,작성자,댓글 내용,좋아요,작성일시,대댓글 수,댓글 ID,동영상 ID,작성자 채널 ID,수정일시,상위 댓글 ID,감성
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@abelian8128,수요가 있으니 공급이 있지,23,2025-05-13T10:24:27Z,2,UgzFX21Nvg1HvimBmd94AaABAg,Yg_AOZjHt3M,UCzUrnRMAQmzy1L6Ig2Xs1ig,2025-05-13T10:24:27Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@nustyle8349,엄연히따지면 공급을 먼저한건데 수요가 발생이 된거죠,0,2025-12-31T13:10:00Z,0,UgzFX21Nvg1HvimBmd94AaABAg.AI3HgHAo8OuAROy2jHFYJc,Yg_AOZjHt3M,UCVol63HCakKQn_ZFURQDcaQ,2025-12-31T13:10:00Z,UgzFX21Nvg1HvimBmd94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@super-pig00,​@nustyle8349 ㄴㄴ 씹덕들의 수요가 있었음,0,2026-01-01T16:16:02Z,0,UgzFX21Nvg1HvimBmd94AaABAg.AI3HgHAo8OuARRs8ClgjDC,Yg_AOZjHt3M,UCPLJG6L79V1SEFBaDxzCOQg,2026-01-01T16:16:02Z,UgzFX21Nvg1HvimBmd94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@김승진-v6y,"난 아직 낯설긴해 마주보고
 주고받는게 있다는 입장이라",86,2024-12-11T08:33:01Z,6,UgzgMg1cMOb74X1sN9N4AaABAg,Yg_AOZjHt3M,UC0aqbn8SDTonLXQp1_f9LUg,2024-12-11T08:33:01Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@junwonpark7996,솔직히 말하면 버추얼이나 일반 아이돌이나 별 차이없음 아이돌들도 얼굴 고치고 성형 싹 다 함 그러고 환상+성적 매력을 파는거임.,12,2025-04-12T17:03:49Z,0,UgzgMg1cMOb74X1sN9N4AaABAg.ABu7JBx3u0aAGpAkEJTdR3,Yg_AOZjHt3M,UC2hXoKeNpVAz8HfqKGlfEEQ,2025-04-12T17:03:49Z,UgzgMg1cMOb74X1sN9N4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@김승진-v6y,@junwonpark7996  지랄하네 없긴,0,2025-04-12T17:34:11Z,0,UgzgMg1cMOb74X1sN9N4AaABAg.ABu7JBx3u0aAGpEDZ6DvQi,Yg_AOZjHt3M,UC0aqbn8SDTonLXQp1_f9LUg,2025-04-12T17:34:11Z,UgzgMg1cMOb74X1sN9N4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@Hees6988,아이돌을 아디서 마주봄?,1,2025-04-24T11:26:30Z,0,UgzgMg1cMOb74X1sN9N4AaABAg.ABu7JBx3u0aAHITg8qBdN6,Yg_AOZjHt3M,UCqfAF47RnZRMzixh3-1u5VA,2025-04-24T11:26:30Z,UgzgMg1cMOb74X1sN9N4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@김승진-v6y,@Seoy6988  어디긴 공연이지,1,2025-04-24T11:56:41Z,0,UgzgMg1cMOb74X1sN9N4AaABAg.ABu7JBx3u0aAHIX8DMkzfv,Yg_AOZjHt3M,UC0aqbn8SDTonLXQp1_f9LUg,2025-04-24T11:56:41Z,UgzgMg1cMOb74X1sN9N4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@김승진-v6y,@junwonpark7996 애쓴다,0,2025-04-24T11:56:51Z,0,UgzgMg1cMOb74X1sN9N4AaABAg.ABu7JBx3u0aAHIX9R32gTF,Yg_AOZjHt3M,UC0aqbn8SDTonLXQp1_f9LUg,2025-04-24T11:56:51Z,UgzgMg1cMOb74X1sN9N4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@hh3977,다른 분야는 몰라도 아이돌은 정석 이러면 안될 것 같긴 해,6,2024-12-11T08:54:56Z,0,Ugxkkwj0Tn3Z58vfFix4AaABAg,Yg_AOZjHt3M,UCejN78qQLQrw5TMu4OHrbXQ,2024-12-11T08:54:56Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@민수-q3h,이해하긴 어렵지만 인기가 증명하긴해 돈이되니까,5,2025-02-26T15:20:06Z,0,UgxBh3FNh-6nV5HoaPR4AaABAg,Yg_AOZjHt3M,UCjfZwkHU5X0t6gOjkoJgDpQ,2025-02-26T15:20:37Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@ehk2676,"요즘 이북을 읽거나 오디오북을 듣는 것을 두고 이걸 독서라고 할 수 있느냐 아니냐는 논란이 있다고 하는데... 버츄얼 아이돌도 비슷한 느낌인 거 같아요.

이북이나 오디오북이나 종이책이나 그 안에 담긴 내용물은 같은데 누군가는 이게 '실물'이어야만 책이라고 정의하는 거고 누군가는 '내용물'이 같다면 이 또한 책이라고 부르는 거죠.
저는 이 시대가 이북과 오디오북 또한 책이라고 정의하는 시대라고 생각해요.",34,2025-04-22T13:18:29Z,0,UgxGOjxM1sFVap9O81l4AaABAg,Yg_AOZjHt3M,UCI-yW0rgdL7hd2JpRyR1eYg,2025-04-22T13:18:29Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@바잘이,"오
열린 마인드
멋집니다 ㅋㅋㅋ",3,2024-12-17T12:07:20Z,0,UgxDV462pW62uN9whnB4AaABAg,Yg_AOZjHt3M,UCk8cm47UXVKa1aDun1I0kPg,2024-12-17T12:07:20Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@cho-kj6ud,버츄얼 안 봐서 관심도 없지만 결국은 상품성 문제임 안 팔리면 자연스레 사장당하는데 팔리잖아 ㅋㅋㅋㅋ 그럼 인정해줘야지,60,2024-12-11T08:55:33Z,6,Ugxjb8L9UwvlDqv-HSZ4AaABAg,Yg_AOZjHt3M,UC6VnPsX5ChRkFdoXM6wzAcA,2024-12-11T08:55:33Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@쬬쬬쬬쬬쬬쬬,상품성이 있다는건 인정 그렇다고 기존의 아이돌이랑 같은 선상에 두고 취급하는건 인정 x,2,2024-12-11T09:46:30Z,0,Ugxjb8L9UwvlDqv-HSZ4AaABAg.ABu9tHjc6vpABuFiRESZDP,Yg_AOZjHt3M,UCpv-7NabfFGNykYjZLlyNDg,2024-12-11T09:46:30Z,Ugxjb8L9UwvlDqv-HSZ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@두더지-o4r,@쬬쬬쬬쬬쬬쬬 같은 선상에 두고 취급이란게 무슨 취급 말하는거임?,20,2024-12-12T01:04:21Z,0,Ugxjb8L9UwvlDqv-HSZ4AaABAg.ABu9tHjc6vpABvtkxFMfGL,Yg_AOZjHt3M,UC1uo8thJwjy4nmVH-SjZTvQ,2024-12-12T01:04:21Z,Ugxjb8L9UwvlDqv-HSZ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@jmjm9724,"​@쬬쬬쬬쬬쬬쬬기존 아이돌 모르고 버츄얼도 모르겠는데 뭐가 다르지 노래하고 춤추고 어차피 아이돌 가치는 상품성 아닌가요 실력과 노력은 필요치 않아요  얼마나 많은 수요로 경제적으로 이익을 보냐
아이돌=상품",23,2024-12-12T10:09:51Z,0,Ugxjb8L9UwvlDqv-HSZ4AaABAg.ABu9tHjc6vpABwsBEviNcm,Yg_AOZjHt3M,UCR4I8drBSYRKd3682bsVrxA,2024-12-12T10:09:51Z,Ugxjb8L9UwvlDqv-HSZ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@나무사연,@쬬쬬쬬쬬쬬쬬 기존 아이돌의 기준 자체가 없는데 뭔 ㅋㅋㅋㅋ,6,2025-06-02T12:28:15Z,0,Ugxjb8L9UwvlDqv-HSZ4AaABAg.ABu9tHjc6vpAIs-kS-Uk-x,Yg_AOZjHt3M,UCTPh4pF4PLuoHWgIqYkXpWQ,2025-06-02T12:28:15Z,Ugxjb8L9UwvlDqv-HSZ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@BbAnG149,"@쬬쬬쬬쬬쬬쬬 어차피 얼굴이 드러나지 않았다는 이유 하나로 그러는거 아님? 그러면 반대로, 끼 있고 노래 재능 있는 사람이 단순히 외모가 되지 않는다는 이유로 자신이 원하는 것을 하지 못하고 살게 된다면 그거에 대해서는 어떻게 생각함? 얼굴을 드러내는건 개인으로서는 실 밖에 없는데 그 하나를 강요하면서 절대 인정 못한다고 하는 것도 웃기지 않나? 다들 아이돌은 그걸 감수하면서 하니까 대단한거다 하는데, 굳이 질 필요 없는 리스크를 질 필요가 있는건가?",6,2025-06-23T01:17:48Z,0,Ugxjb8L9UwvlDqv-HSZ4AaABAg.ABu9tHjc6vpAJgsiI_Ou1b,Yg_AOZjHt3M,UCMjUrtd1wKS1MTowIUj_f6Q,2025-06-23T01:17:48Z,Ugxjb8L9UwvlDqv-HSZ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@카민-t8w,"아이돌 좋아하는건 사람마다 다르니까 
😊😊😊😊",4,2024-12-16T10:50:09Z,0,Ugw2D0wAu0N8BuysrIB4AaABAg,Yg_AOZjHt3M,UCavUawDwWP1cJpg8nd_KYnw,2024-12-16T10:50:09Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@박박박-k9b,내가 검색해 봤는데 사이버 가수 아담이라고 버츄얼 아이돌은 이미 있던거 아님?,5,2024-12-13T04:50:44Z,0,UgxHNhsPYhChKdSkP3V4AaABAg,Yg_AOZjHt3M,UC025MXlt7CPoo5Wq-oFjYVA,2024-12-13T04:50:44Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@godchangsup-1,"모든 엔터테인먼트는 수요가 곧 진리다
수요가없거나 적으면 투자가 없어 망하는 세계임.
정석이니 뭐니는 중요한게아니지
인기가 있느냐 없느냐 이것만 중요함",4,2025-05-05T23:10:19Z,0,UgzvHBwIIklKwIWZbGt4AaABAg,Yg_AOZjHt3M,UCsVxNTWzXjJxf03Y71eigQA,2025-05-05T23:10:19Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@풀리팔리,어떻게든 안받아들이려고 뭐라도 하나 꼬투리 잡는게 그렇게 꼰대 같을수가 없음.. 애초에 기준이 뭔데 좋아해주는 팬들 있고 실력 출중하면 가수 맞쟈나~,59,2025-02-06T12:15:25Z,3,UgwJrCQOIP1zscCqEaR4AaABAg,Yg_AOZjHt3M,UCrsEgZ-VxfohCp_dKWEHu9w,2025-02-06T12:15:25Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@성이름-o8h9c,ㄹㅇ,5,2025-02-16T15:11:45Z,0,UgwJrCQOIP1zscCqEaR4AaABAg.AECI42oXJceAEbMCE3r4rs,Yg_AOZjHt3M,UCIU1o0yREEwW42BkhlIWsyQ,2025-02-16T15:11:45Z,UgwJrCQOIP1zscCqEaR4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@팩트폭행으로전치192주,실력이.. 출중해?,4,2025-03-16T23:15:34Z,0,UgwJrCQOIP1zscCqEaR4AaABAg.AECI42oXJceAFkJpHrljT6,Yg_AOZjHt3M,UCWnHCmSo5SyflX5NCxZCpjQ,2025-03-16T23:15:34Z,UgwJrCQOIP1zscCqEaR4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@nameless_the_mist,​@팩트폭행으로전치192주예,6,2025-04-29T09:01:56Z,0,UgwJrCQOIP1zscCqEaR4AaABAg.AECI42oXJceAHV56_XDZmm,Yg_AOZjHt3M,UCJ4FM0kTuHjXu3z6O2g80bw,2025-04-29T09:01:56Z,UgwJrCQOIP1zscCqEaR4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@이건희-s4v,팬덤 수준보면   아이돌 이상이긴함 ㅋㅋㅋㅋㅋ,4,2025-04-28T14:15:35Z,0,UgwzCSGdh7FUK1nti9N4AaABAg,Yg_AOZjHt3M,UCNdHrf-rWT-J0cpaAhQ7D5g,2025-04-28T14:15:35Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@유이현-g7f,"불호는 있을 수 있죠ㅠ 저도 버츄얼 아이돌의 팬으로서 그런 생각 가질 수 있다는 사실 압니다. 그런데 무지성으로 깎아내리는 사람들이 너무 많다는 게 슬픈 일입니다. 정말 왜 우리가 그들을 좋아하는지 안다면 과연 그런 말을 할 수 있을까 싶은 생각이 듭니다. 잘 알지 못하면서 무조건적으로 '얘네는 이렇다'라고 못 박아버리는 태도는 비단 이런 상황에서 뿐만 아니라 삶을 살아가는 데 있어서 큰 장애물로 작용할 수도 있다는 사실을 아셨으면 합니다..  특성 상 어쩔 수 없이 악플도 많이 달리고, 안 좋은 시선도 있겠지만 그래도 제 글을 읽고 조금이나마 생각이 달라지실 수도 있으니,, 쨌든 너무 속이 시원해지는 영상이네요",7,2025-10-27T17:27:47Z,0,Ugy8mqBXK8OtqX9D6FB4AaABAg,Yg_AOZjHt3M,UCOmEzmM7pP8-FwDWQxzaSzQ,2025-10-27T17:27:47Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@PLLIKIMs,💙💜💗♥️🖤,9,2025-09-26T07:26:07Z,0,Ugz_RDrvLg3HnL99SuJ4AaABAg,Yg_AOZjHt3M,UC84XpD0rdGkEyxx-ygHLnUA,2025-09-26T07:26:07Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@발광머리앤S2,"아이돌 어원 자체가 우상인건데
가수로서의 능력보단 어리고 이쁘고 잘생긴거로 착각하는 사람 꽤 있는 듯",61,2024-12-12T21:09:32Z,1,UgysnkjJDUxfBF9Xf8B4AaABAg,Yg_AOZjHt3M,UC57CiEWdKkYsMmJyIexFVNQ,2026-01-18T12:18:28Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@ThevelvetundergroundnNico,"한국에서 아이돌은 그런거 맞긴해… 외국에서는 idol:우상인거고 한국이나 일본에서 아이돌이라고 말하면 서양인이랑 생가하는게 다른 이유가 문화 차이임. 서양은 일본/한국식 아이돌이라는게 없으니깐. 여러명에서 춤추면서 어린 소녀들한테 환상 심어줘서 자기 자신이 남자친구 인것 처럼 느껴지게 하는게 “아이돌”임. 

너가 말하는건 단어 그 자체고",2,2026-01-18T11:41:24Z,0,UgysnkjJDUxfBF9Xf8B4AaABAg.ABy2g-RWxgfAS79DeA2WM3,Yg_AOZjHt3M,UCKg6BCJfI9l81WZoBxMC5lQ,2026-01-18T11:41:54Z,UgysnkjJDUxfBF9Xf8B4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@chs-p1,"버츄얼 체급이 이렇게나 높을줄 몰랐음
걍 매니아층만 저격한줄 알았는데 생각보다 좋아하는 사람이 엄청 많은듯",71,2024-12-11T09:15:13Z,15,UgzkbW1w2TLnna0orK14AaABAg,Yg_AOZjHt3M,UCxDbO471NKskkM2CAMqtWWQ,2024-12-11T09:15:13Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@쬬쬬쬬쬬쬬쬬,그게 다 매니아층임,33,2024-12-11T09:44:17Z,0,UgzkbW1w2TLnna0orK14AaABAg.ABuC8Gpv_D7ABuFTAxjebq,Yg_AOZjHt3M,UCpv-7NabfFGNykYjZLlyNDg,2024-12-11T09:44:17Z,UgzkbW1w2TLnna0orK14AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@chs-p1,@쬬쬬쬬쬬쬬쬬 아 그래? 난 또 내가 요즘 문화를 못따라가는줄,1,2024-12-11T10:27:19Z,0,UgzkbW1w2TLnna0orK14AaABAg.ABuC8Gpv_D7ABuKOMa6QPU,Yg_AOZjHt3M,UCxDbO471NKskkM2CAMqtWWQ,2024-12-11T10:41:41Z,UgzkbW1w2TLnna0orK14AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@잉-b4c,근데 아이돌도 매니아층 저격하는거 아닌...가?,48,2024-12-11T12:29:05Z,0,UgzkbW1w2TLnna0orK14AaABAg.ABuC8Gpv_D7ABuYKCuOII_,Yg_AOZjHt3M,UCC6AzG-MUz7b9W8p2pkDxPg,2024-12-11T12:29:05Z,UgzkbW1w2TLnna0orK14AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@chs-p1,@잉-b4c 내가 좀 이상한건지 몰라도 예쁘거나 잘생긴 연예인 알고리즘에 뜨면 가끔씩 보는데 버츄얼 캐릭터는 아무리 인기 많고 재밌어도 접근하기가 어려움,2,2024-12-11T13:03:07Z,0,UgzkbW1w2TLnna0orK14AaABAg.ABuC8Gpv_D7ABubDWhHrJe,Yg_AOZjHt3M,UCxDbO471NKskkM2CAMqtWWQ,2024-12-11T13:03:07Z,UgzkbW1w2TLnna0orK14AaABAg,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@kshvmfl,대신 거기 끼리끼리지,2,2024-12-11T16:03:27Z,0,UgzkbW1w2TLnna0orK14AaABAg.ABuC8Gpv_D7ABuvrLABBFL,Yg_AOZjHt3M,UCXqAzy59d0B3PljYp5BLF1A,2024-12-11T16:03:27Z,UgzkbW1w2TLnna0orK14AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@ouoono210,거부해도 상관없는데 남 좋아하는거 굳이 참견 할 필욘없지,4,2025-04-27T12:35:39Z,0,UgzSIuJ5GDmljVA5ZZV4AaABAg,Yg_AOZjHt3M,UCr100qSVuEzD-dA_w9Xm5Bg,2025-04-27T12:35:39Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@퓨퓨-s1j,이뻐야만 아이돌 하는것도 아니고 애초에 연예인이란건 사람을 홀릴수있는 매력이 있냐 없냐로 나뉘는거임 그 매력이 다른 사람들에게 소비되냐 안되냐,1,2026-01-11T01:15:16Z,0,UgzYSP2UuE23-HE3pLR4AaABAg,Yg_AOZjHt3M,UChoz8TTfPe-uns8QPvekdIg,2026-01-11T01:15:16Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@jeagyunshin9496,"신동이 잘집었음... 보통 저런 말 하는 사람들이 대부분 꼰대 특성을 많이 지니고 있음
기존에 체제나 포멧이 아니면 거부하는 발전이 없는 사람들임
정상적인 범주의 사람이라면 일단 '관찰'을 먼저하고 '분석'을 하지
'그게 아니다' 라며 존재를 부정하진 않음",3,2025-11-01T15:08:48Z,0,Ugy0jxye8TQv9nUaGY14AaABAg,Yg_AOZjHt3M,UCn6VsjrLm9UHm_frzldhYEQ,2025-11-01T15:09:14Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@KH-cr6jd,신동 공혁준인줄,4,2024-12-11T13:01:15Z,0,UgxMw1kIZ-fFbu8abZx4AaABAg,Yg_AOZjHt3M,UCdsnMGydKxsN1S0xjbiAagA,2024-12-11T13:01:15Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@ABC-js1os,"난...모르겠다 아직도
나만 안보면 되지 뭐",5,2025-02-23T06:18:14Z,0,UgwD02w9KEpgvJWCoLt4AaABAg,Yg_AOZjHt3M,UCPtbLL5peLekvzORoD2JbtA,2025-02-23T06:18:14Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@dddd-kj1vl,오늘의 교훈: 인기가 곧 정석이다.,2,2025-04-02T21:21:42Z,0,UgxNf0IiASktmU38HkR4AaABAg,Yg_AOZjHt3M,UCjtrHuT1h5Dh3bZbqwAD3wQ,2025-04-02T21:21:42Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@dksfjieoslmakljsd,"난 싫다 이해못하겠다 그러나 다름을 인정한다 존중한다 = 정상, 그게뭐냐 미쳤냐 그건 아니다 틀렸다 그게 뭐하는짓이냐 비난 = 비정상, 존중하고 취향 다름을 인정해줘라 = 정상, 이걸 왜 이해못하냐 이게 얼마나 좋은데 오픈마인드를 가져라 이해강요 = 비정상",6,2025-04-30T10:22:51Z,0,UgwvdMA_FAlcNqpw5o94AaABAg,Yg_AOZjHt3M,UCV5Zjk9Hfz3WjP7EnDpRwxg,2025-04-30T10:23:11Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@asdfhk-17q,아이돌도 처음에 저게 무슨 가수냐로 시작했던 분야였고 가수는 예술가가 아니라 딴따라라고 천하게 보던 직업이었지. 모든 분야는 처음에는 비판받다가 나중에는 인정받고 새로운 분야에 대한 비교대상이 되는 것 같음.,8,2024-12-14T12:38:22Z,1,UgwEt4tQ_-WLWR7HzKJ4AaABAg,Yg_AOZjHt3M,UCqsSA-Mg1AJkyVlmB_4LDDA,2024-12-14T12:38:22Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@ThevelvetundergroundnNico,그건 지금도 다를게 없음,0,2026-01-18T11:38:49Z,0,UgwEt4tQ_-WLWR7HzKJ4AaABAg.AC1HlqrPROcAS78vgVrf7F,Yg_AOZjHt3M,UCKg6BCJfI9l81WZoBxMC5lQ,2026-01-18T11:38:49Z,UgwEt4tQ_-WLWR7HzKJ4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@GUGFYUS8HS8GS7GSU,내가 응원하고 싶고 함께 만들어가는게  아이돌이다,1,2025-06-11T17:28:19Z,0,UgyTbfaYkDqWM32CHYB4AaABAg,Yg_AOZjHt3M,UCT9M6GpWOsgw4j2gVAM4iTw,2025-06-11T17:28:19Z,,긍정
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@자라는자라,취향은 존중하지만 본능이 거부함,29,2024-12-11T17:27:39Z,2,UgyxNvjUb_Q6H3-SQPV4AaABAg,Yg_AOZjHt3M,UCRxH4la-1bgfeTokiG8KKAg,2024-12-11T17:27:39Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@Chichen_Boss,다 그래요 플레이브 팬들도 처음엔 다 그렇게 시작했거든요😅,1,2025-05-02T18:07:13Z,0,UgyxNvjUb_Q6H3-SQPV4AaABAg.ABv4Uwsa75wAHcmu-UXMIW,Yg_AOZjHt3M,UCrqLAzDbMwi7dNqBiuGqAbA,2025-05-02T18:07:13Z,UgyxNvjUb_Q6H3-SQPV4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@오모이다스,​@Chichen_Boss 그건모르겠고 그냥 거부하면 관심없음누르고 지나감뎌고 흥미가 생기면 찾아보면됨,3,2025-07-07T17:08:48Z,0,UgyxNvjUb_Q6H3-SQPV4AaABAg.ABv4Uwsa75wAKHcfsi6_w-,Yg_AOZjHt3M,UCzzub21VdNvGIWlRO68Xq5Q,2025-07-07T17:08:48Z,UgyxNvjUb_Q6H3-SQPV4AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@짱짱러닝,"그냥 모든 분야에서
남들한테 피해만 안주면 되는거지 뭐 ㅋㅋ
나도 이해는 안가지만
굳이 욕하고싶지는않음",5,2025-03-08T11:40:59Z,0,Ugwgf-NQkXc9XH5-1C54AaABAg,Yg_AOZjHt3M,UCQ4lWOPy7IMDvWQC1j8jefw,2025-03-08T11:40:59Z,,중립
버츄얼 아이돌 소신발언,피지컬갤러리,최상위 댓글,@JDC-조두철,경찰이 이따금씩 견찰 이라고 욕 먹는 이유가 머임? 얼굴이 못생겨서? 외모가 별로라서? ㄴㄴ 일을 똑바로 안했을 경우임. 가수도 마찬가지. 그 직업에 걸맞는 역량이 있으면 됨. 아이돌 가수들이 가끔 노래 못부른다고 욕 먹잖음? ㅇㅇ 노래랑 춤만 잘 추면 됨. 간단 버츄얼이든 뭐든 그냥 노래랑 춤만 잘 추면 됨. 단 반대로 노래도 못 부르고 춤도 못 춘다? 그럼 인정 못하지 안하지. 저게 뭔 가수냐 소리 나오는거,26,2025-04-25T09:39:08Z,6,Ugyy6UU8AqEFi9P_eD94AaABAg,Yg_AOZjHt3M,UCS7p24eOgdmSwurJJd0C2kQ,2025-04-25T09:39:08Z,,부정
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@yomamte,원래 아이돌이 하는일중 대다수를 차지하는 일인 외모관리 사생활관리는 아예 안해도 되는건데 아이돌이랑 똑같은 취급을 받길 원하는거잖아 ㅋㅋ저능임? 경계선?,0,2025-06-22T03:56:18Z,0,Ugyy6UU8AqEFi9P_eD94AaABAg.AHKrBXVFzSTAJea3N9fyM8,Yg_AOZjHt3M,UC6WUmmLFTkIMl66QzsgiZ8w,2025-06-22T03:56:18Z,Ugyy6UU8AqEFi9P_eD94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@JDC-조두철,@yomamte  왜 노래랑 춤을 빼 먹음..? 장원영이 못 생겨서 욕 먹었던가? 코첼라에서 르세라핌이 전원 다 못 생겨서 욕 먹었던가?,8,2025-06-22T06:20:30Z,0,Ugyy6UU8AqEFi9P_eD94AaABAg.AHKrBXVFzSTAJeqZVzkZN6,Yg_AOZjHt3M,UCS7p24eOgdmSwurJJd0C2kQ,2025-06-22T06:20:30Z,Ugyy6UU8AqEFi9P_eD94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@BbAnG149,"@yomamte 외모 관리하느라 실력 관리 못할거면 차라리 실력이나 관리 했으면 하고, 사생활 관리 이러는데 그 사생활도 관리 해야함. 좀만 엇나가면 뒷얘기 엄청 돌아다니고 실시간으로 방송 채팅이나 영상 댓글에 욕이 우수수 달리는데 관리 안 할까? 그리고 그냥 인정만 해달라고, 배척하지만 말아달라고 하는데 그게 그리 어렵나? 끼랑 재능이 있으면 되는거 아님?",4,2025-06-23T01:26:28Z,0,Ugyy6UU8AqEFi9P_eD94AaABAg.AHKrBXVFzSTAJgthoCCe5A,Yg_AOZjHt3M,UCMjUrtd1wKS1MTowIUj_f6Q,2025-06-23T01:26:28Z,Ugyy6UU8AqEFi9P_eD94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@오모이다스,​@yomamte 말투보니까 딱 수준나옴 아이돌들이랑 버츄얼아이돌이랑 다를빠없어ㅋㅋ 우월하다 생각하지마ㅋㅋㅋㅋㅋ 뭘 비교를해ㅋㅋㅋ 능력으로 보면 버츄얼아이돌하는사람들이 더 우월할수도 있는건데 그런 외모가 뛰어나야한다는 시대 뒤떨어진 사고로 남 인신공격이나하고 장애인비하하는거보면 진짜 역겹다 너ㅋㅋ,0,2025-07-07T17:06:36Z,0,Ugyy6UU8AqEFi9P_eD94AaABAg.AHKrBXVFzSTAKHcQqKkBCK,Yg_AOZjHt3M,UCzzub21VdNvGIWlRO68Xq5Q,2025-07-07T17:06:36Z,Ugyy6UU8AqEFi9P_eD94AaABAg,중립
버츄얼 아이돌 소신발언,피지컬갤러리,대댓글,@오모이다스,​@BbAnG149심지어 버츄얼이 사생활 훨씬 많이 주목받음ㅋㅋㅋ,1,2025-07-07T17:07:25Z,0,Ugyy6UU8AqEFi9P_eD94AaABAg.AHKrBXVFzSTAKHcWlTRgPf,Yg_AOZjHt3M,UCzzub21VdNvGIWlRO68Xq5Q,2025-07-07T17:07:25Z,Ugyy6UU8AqEFi9P_eD94AaABAg,중립
